customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST-00749,Female,0,No,No,68,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),108.78,7360.85,No
CUST-00750,Female,0,No,No,67,Yes,Yes,DSL,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,53.11,3546.67,No
CUST-00751,Male,0,No,No,38,Yes,No,DSL,Yes,Yes,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer (automatic),46.54,1756.5,No
CUST-00752,Female,0,Yes,No,19,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),47.32,861.7,Yes
CUST-00753,Female,0,No,Yes,67,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,71.43,4789.03,No
CUST-00754,Female,0,Yes,Yes,34,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Electronic check,22.56,727.26,Yes
CUST-00755,Female,0,No,Yes,7,Yes,No,Fiber optic,No,No,No,No,No,No,One year,Yes,Mailed check,75.46,498.47,No
CUST-00756,Female,0,Yes,Yes,51,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,110.02,5633.33,Yes
CUST-00757,Male,0,No,No,39,Yes,Yes,DSL,No,No,Yes,No,No,No,One year,No,Bank transfer (automatic),67.25,2603.12,No
CUST-00758,Male,0,No,Yes,35,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Bank transfer (automatic),57.85,2039.26,No
CUST-00759,Male,1,No,Yes,5,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,21.97,80.92,No
CUST-00760,Female,0,Yes,No,69,No,No phone service,DSL,No,No,Yes,No,No,Yes,Month-to-month,Yes,Credit card (automatic),72.77,5024.05,No
CUST-00761,Female,0,Yes,No,72,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,31.64,2238.38,No
CUST-00762,Male,0,No,No,15,Yes,No,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Mailed check,64.16,916.72,No
CUST-00763,Female,0,Yes,No,45,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,48.89,2205.06,No
CUST-00764,Male,0,No,No,58,Yes,No,DSL,No,No,Yes,No,No,No,One year,No,Credit card (automatic),44.08,2584.47,No
CUST-00765,Male,0,Yes,No,37,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,113.75,4229.11,No
CUST-00766,Male,0,No,Yes,17,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,No,Electronic check,96.77,1672.38,No
CUST-00767,Female,0,Yes,No,11,Yes,Yes,DSL,No,Yes,No,Yes,No,No,Month-to-month,Yes,Credit card (automatic),29.95,327.92,Yes
CUST-00768,Female,0,No,No,53,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),49.63,2650.04,No
CUST-00769,Male,0,No,No,46,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,Two year,No,Electronic check,88.34,4021.8,No
CUST-00770,Male,0,Yes,Yes,0,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,100.36,33.51,No
CUST-00771,Male,0,Yes,No,14,Yes,No,DSL,No,No,No,No,No,No,One year,No,Bank transfer (automatic),70.65,972.99,No
CUST-00772,Male,0,Yes,Yes,20,Yes,No,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),108.03,2197.99,Yes
CUST-00773,Female,0,No,No,0,Yes,Yes,DSL,No,No,No,Yes,Yes,No,One year,Yes,Credit card (automatic),54.16,7.79,No
CUST-00774,Female,0,No,No,66,Yes,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,Yes,Electronic check,25.61,1650.26,No
CUST-00775,Male,0,No,No,11,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,112.15,1225.53,Yes
CUST-00776,Male,1,No,No,27,Yes,No,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),59.38,1633.72,No
CUST-00777,Female,0,Yes,No,38,Yes,No,DSL,No,No,No,Yes,Yes,No,One year,Yes,Mailed check,20.31,746.04,Yes
CUST-00778,Female,0,Yes,No,36,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,Month-to-month,No,Bank transfer (automatic),89.92,3205.34,No
CUST-00779,Male,0,Yes,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Credit card (automatic),43.18,2499.35,No
CUST-00780,Male,0,Yes,No,30,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Mailed check,27.1,831.84,No
CUST-00781,Male,0,No,Yes,57,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,No,Two year,Yes,Electronic check,102.41,5824.91,No
CUST-00782,Female,1,No,No,10,Yes,No,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Bank transfer (automatic),42.26,390.11,No
CUST-00783,Female,1,Yes,Yes,28,Yes,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,Yes,Mailed check,72.34,2035.61,Yes
CUST-00784,Female,0,No,No,12,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,79.23,915.14,Yes
CUST-00785,Male,0,No,No,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card (automatic),112.5,5647.46,No
CUST-00786,Male,0,Yes,No,53,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,57.65,3063.77,No
CUST-00787,Female,0,Yes,No,18,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,One year,No,Electronic check,68.14,1201.24,No
CUST-00788,Female,1,Yes,Yes,57,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,48.17,2783.13,No
CUST-00789,Male,0,No,Yes,35,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Two year,Yes,Electronic check,64.64,2268.3,Yes
CUST-00790,Female,0,No,No,27,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,18.71,468.06,Yes
CUST-00791,Female,1,No,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),103.87,6981.17,Yes
CUST-00792,Male,0,Yes,No,2,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Month-to-month,Yes,Bank transfer (automatic),24.6,30.65,Yes
CUST-00793,Female,0,Yes,Yes,40,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,42.61,1731.89,No
CUST-00794,Male,1,No,No,34,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,Month-to-month,No,Mailed check,89.91,3047.09,Yes
CUST-00795,Male,0,No,Yes,49,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,One year,Yes,Electronic check,82.15,3982.9,No
CUST-00796,Male,0,No,No,29,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,93.18,2715.24,No
CUST-00797,Male,0,No,No,71,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,68.52,4845.95,No
CUST-00798,Male,0,Yes,No,69,Yes,No,DSL,No,No,No,No,Yes,No,One year,Yes,Credit card (automatic),110.86,7693.53,No
CUST-00799,Male,0,No,Yes,53,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,One year,No,Bank transfer (automatic),112.5,5995.49,No
CUST-00800,Male,0,No,No,70,Yes,No,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),93.79,6550.69,No
CUST-00801,Female,1,Yes,Yes,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),50.17,2461.1,Yes
CUST-00802,Male,0,No,No,27,Yes,No,Fiber optic,No,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,22.12,601.0,No
CUST-00803,Male,0,Yes,No,63,No,No phone service,Fiber optic,No,No,No,Yes,Yes,Yes,Two year,No,Electronic check,72.93,4609.17,Yes
CUST-00804,Female,0,Yes,No,20,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,18.91,396.48,No
CUST-00805,Female,0,Yes,No,26,Yes,No,DSL,No,No,No,No,No,Yes,One year,Yes,Bank transfer (automatic),98.94,2557.37,No
CUST-00806,Female,0,Yes,No,26,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Mailed check,76.8,1960.96,Yes
CUST-00807,Male,0,Yes,No,49,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),79.89,3920.55,Yes
CUST-00808,Female,0,Yes,No,28,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Mailed check,24.04,671.87,Yes
CUST-00809,Male,0,No,No,38,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,No,Credit card (automatic),76.59,2959.83,No
CUST-00810,Male,0,Yes,No,56,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Mailed check,35.97,2021.79,No
CUST-00811,Male,0,Yes,No,36,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,58.26,2065.53,Yes
CUST-00812,Male,0,Yes,Yes,63,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,Yes,Credit card (automatic),49.92,3131.11,No
CUST-00813,Female,0,No,No,47,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,42.63,2006.74,Yes
CUST-00814,Female,0,Yes,No,21,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No,Two year,Yes,Credit card (automatic),62.71,1350.67,No
CUST-00815,Male,0,Yes,Yes,29,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,No,Two year,No,Electronic check,94.19,2729.6,No
CUST-00816,Male,0,No,Yes,27,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer (automatic),41.32,1145.69,Yes
CUST-00817,Male,0,No,No,22,No,No phone service,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Electronic check,69.05,1484.67,No
CUST-00818,Female,0,No,No,3,No,No phone service,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,53.67,149.21,Yes
CUST-00819,Male,0,No,No,2,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,No,Bank transfer (automatic),83.42,168.75,Yes
CUST-00820,Male,0,Yes,No,60,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,74.71,4434.96,No
CUST-00821,Female,0,No,No,3,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,83.01,274.96,No
CUST-00822,Female,0,Yes,No,64,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),116.23,7471.94,No
CUST-00823,Male,0,Yes,No,11,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,Yes,Credit card (automatic),68.7,738.11,No
CUST-00824,Female,0,Yes,No,12,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,28.28,385.17,Yes
CUST-00825,Female,0,No,Yes,33,Yes,No,Fiber optic,Yes,No,No,No,Yes,No,One year,Yes,Electronic check,22.48,764.91,Yes
CUST-00826,Male,0,Yes,No,58,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),23.04,1369.27,No
CUST-00827,Female,0,No,Yes,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card (automatic),53.22,3847.32,Yes
CUST-00828,Male,0,No,No,30,Yes,Yes,Fiber optic,No,No,Yes,No,No,No,One year,No,Credit card (automatic),90.46,2745.73,No
CUST-00829,Female,0,Yes,No,70,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,No,Electronic check,102.01,7189.0,No
CUST-00830,Male,0,No,Yes,12,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Mailed check,77.4,963.75,Yes
CUST-00831,Male,0,No,No,53,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,66.0,3495.37,No
CUST-00832,Male,0,No,No,1,Yes,Yes,Fiber optic,No,No,No,No,No,No,Two year,No,Electronic check,102.66,116.28,No
CUST-00833,Female,0,Yes,No,32,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,Yes,Electronic check,23.67,765.41,No
CUST-00834,Male,1,No,No,49,Yes,Yes,DSL,No,Yes,No,No,No,No,Two year,No,Electronic check,50.36,2468.48,No
CUST-00835,Female,0,Yes,No,6,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,23.74,169.42,No
CUST-00836,Male,1,No,No,17,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,111.11,1882.74,No
CUST-00837,Male,0,No,No,50,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,No,Credit card (automatic),26.92,1326.97,Yes
CUST-00838,Female,0,Yes,No,7,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No,Month-to-month,Yes,Bank transfer (automatic),113.96,751.94,Yes
CUST-00839,Male,0,No,No,54,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,No,Electronic check,91.08,4877.12,No
CUST-00840,Male,1,No,No,42,Yes,No,DSL,Yes,No,No,Yes,Yes,No,Month-to-month,No,Credit card (automatic),67.45,2805.06,Yes
CUST-00841,Female,0,No,Yes,58,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card (automatic),49.26,2822.47,No
CUST-00842,Male,0,Yes,No,29,Yes,No,DSL,No,No,No,Yes,No,Yes,Two year,No,Mailed check,71.71,2032.45,No
CUST-00843,Male,0,Yes,No,58,No,No phone service,Fiber optic,Yes,Yes,No,No,No,No,Two year,Yes,Electronic check,82.27,4791.27,No
CUST-00844,Male,0,No,No,8,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,Yes,Electronic check,66.13,555.08,No
CUST-00845,Male,0,No,No,67,No,No phone service,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,109.75,7338.69,No
CUST-00846,Female,0,No,No,38,Yes,Yes,DSL,No,No,No,No,Yes,No,Two year,Yes,Mailed check,31.93,1261.97,No
CUST-00847,Female,0,Yes,Yes,10,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No,Month-to-month,Yes,Electronic check,30.84,317.2,Yes
CUST-00848,Male,0,Yes,No,1,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Mailed check,95.95,55.95,Yes
CUST-00849,Female,0,No,No,22,Yes,No,Fiber optic,No,No,No,No,Yes,Yes,One year,Yes,Electronic check,74.07,1616.03,No
CUST-00850,Male,0,No,No,62,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Mailed check,58.61,3642.07,No
CUST-00851,Female,0,Yes,Yes,21,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,Two year,No,Mailed check,100.05,2146.61,No
CUST-00852,Male,1,No,No,60,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,111.91,6732.87,Yes
CUST-00853,Male,0,No,No,25,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,70.47,1712.63,No
CUST-00854,Male,0,Yes,Yes,11,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,Yes,Mailed check,74.86,840.41,No
CUST-00855,Male,0,Yes,No,31,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card (automatic),23.5,744.0,No
CUST-00856,Male,0,Yes,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),67.84,578.9,No
CUST-00857,Male,0,No,No,68,Yes,Yes,DSL,No,No,No,No,Yes,Yes,One year,No,Mailed check,19.97,1321.12,No
CUST-00858,Female,0,Yes,No,70,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),58.59,4132.02,No
CUST-00859,Male,0,Yes,Yes,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer (automatic),114.64,3706.04,Yes
CUST-00860,Female,0,No,Yes,23,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,94.26,2198.18,No
CUST-00861,Male,0,Yes,No,68,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Electronic check,91.44,6208.96,Yes
CUST-00862,Female,0,Yes,No,37,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,96.49,3589.24,No
CUST-00863,Female,0,Yes,No,10,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,Yes,Electronic check,102.97,1061.45,No
CUST-00864,Female,1,No,No,31,Yes,No,DSL,No,No,No,No,No,No,Two year,Yes,Mailed check,22.27,735.04,No
CUST-00865,Male,0,No,No,63,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,No,Mailed check,105.95,6658.26,Yes
CUST-00866,Male,0,Yes,Yes,71,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Credit card (automatic),95.46,6748.39,Yes
CUST-00867,Female,0,No,No,19,No,No phone service,DSL,No,Yes,No,Yes,Yes,Yes,Month-to-month,No,Electronic check,86.39,1667.07,Yes
CUST-00868,Male,0,No,No,33,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,58.57,1892.54,No
CUST-00869,Female,0,Yes,No,41,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,48.05,1976.33,No
CUST-00870,Male,0,Yes,No,7,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card (automatic),37.19,296.37,No
CUST-00871,Female,0,Yes,Yes,65,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,52.16,3362.69,No
CUST-00872,Female,0,Yes,Yes,20,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Electronic check,105.83,2105.4,Yes
CUST-00873,Male,0,No,No,69,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,Yes,Electronic check,23.65,1664.27,No
CUST-00874,Female,0,No,No,4,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Mailed check,90.62,362.7,No
CUST-00875,Male,0,Yes,No,66,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Mailed check,26.52,1718.1,No
CUST-00876,Female,0,Yes,No,42,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer (automatic),29.68,1204.95,No
CUST-00877,Female,0,Yes,No,15,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,37.97,575.27,No
CUST-00878,Male,0,No,No,72,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,85.39,6100.25,No
CUST-00879,Male,0,Yes,No,34,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,103.14,3490.75,No
CUST-00880,Male,0,No,Yes,42,Yes,No,DSL,Yes,Yes,No,No,No,No,Month-to-month,No,Credit card (automatic),32.18,1362.77,No
CUST-00881,Female,0,Yes,Yes,38,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,41.39,1523.37,No
CUST-00882,Male,0,No,No,9,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,One year,No,Credit card (automatic),81.47,770.04,No
CUST-00883,Female,0,No,No,19,Yes,No,DSL,Yes,No,No,No,No,No,Month-to-month,Yes,Mailed check,63.62,1254.48,Yes
CUST-00884,Female,0,Yes,No,0,Yes,No,DSL,Yes,No,Yes,No,No,No,Month-to-month,Yes,Electronic check,81.35,0.0,No
CUST-00885,Male,1,No,No,5,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Bank transfer (automatic),33.83,123.22,No
CUST-00886,Male,0,No,No,52,Yes,No,DSL,No,Yes,No,No,Yes,No,Two year,Yes,Electronic check,63.96,3303.92,No
CUST-00887,Female,0,Yes,Yes,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,52.05,2358.55,No
CUST-00888,Female,0,No,No,65,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,61.67,3962.82,No
CUST-00889,Male,0,Yes,Yes,37,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,One year,Yes,Electronic check,47.64,1798.1,No
CUST-00890,Male,0,No,Yes,32,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,No,Mailed check,32.32,1064.57,Yes
CUST-00891,Male,1,Yes,No,66,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,Month-to-month,Yes,Mailed check,84.68,5585.15,No
CUST-00892,Male,1,No,Yes,34,Yes,Yes,DSL,Yes,No,No,No,No,No,Month-to-month,No,Mailed check,84.9,2913.64,Yes
CUST-00893,Male,0,No,No,44,No,No phone service,Fiber optic,No,Yes,No,No,No,No,Month-to-month,No,Mailed check,44.44,1922.37,Yes
CUST-00894,Female,1,No,Yes,21,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Two year,Yes,Bank transfer (automatic),75.72,1635.78,No
CUST-00895,Female,1,No,Yes,67,Yes,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,114.17,7649.17,No
CUST-00896,Female,0,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Bank transfer (automatic),71.71,1195.87,No
CUST-00897,Female,1,Yes,No,4,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,One year,Yes,Electronic check,49.4,200.25,No
CUST-00898,Male,0,No,Yes,56,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No,One year,Yes,Bank transfer (automatic),48.86,2757.12,No
CUST-00899,Male,0,No,Yes,39,Yes,Yes,DSL,No,No,No,No,No,No,Two year,No,Mailed check,101.12,3973.65,No
CUST-00900,Male,0,No,No,29,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,Yes,Mailed check,66.85,1967.76,No
CUST-00901,Female,0,No,No,41,Yes,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,No,Bank transfer (automatic),44.33,1841.2,Yes
CUST-00902,Female,1,No,No,6,No,No phone service,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,81.09,450.21,Yes
CUST-00903,Male,0,No,No,70,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Mailed check,104.48,7304.48,Yes
CUST-00904,Male,0,Yes,Yes,18,Yes,Yes,DSL,No,No,No,No,No,No,Month-to-month,No,Bank transfer (automatic),90.75,1637.68,No
CUST-00905,Female,0,Yes,No,40,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,26.63,1086.03,No
CUST-00906,Female,1,Yes,No,33,Yes,No,Fiber optic,No,No,No,No,No,No,Two year,No,Mailed check,52.17,1711.2,No
CUST-00907,Male,1,Yes,No,21,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,99.27,2090.38,Yes
CUST-00908,Male,0,No,Yes,51,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,59.83,3043.71,No
CUST-00909,Female,0,Yes,No,5,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer (automatic),117.86,610.65,No
CUST-00910,Male,0,Yes,Yes,24,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No,One year,No,Electronic check,52.19,1210.48,Yes
CUST-00911,Male,0,No,Yes,65,Yes,No,Fiber optic,No,No,Yes,Yes,No,Yes,Month-to-month,No,Electronic check,108.75,7090.17,No
CUST-00912,Male,0,Yes,Yes,9,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Credit card (automatic),63.94,609.33,No
CUST-00913,Female,0,Yes,Yes,25,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Electronic check,111.6,2741.27,Yes
CUST-00914,Female,0,Yes,No,4,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Mailed check,60.13,243.98,No
CUST-00915,Female,0,Yes,No,67,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Two year,Yes,Credit card (automatic),64.85,4320.01,No
CUST-00916,Female,0,No,Yes,70,Yes,No,DSL,No,Yes,No,No,No,Yes,Month-to-month,Yes,Electronic check,72.08,5038.85,Yes
CUST-00917,Female,0,No,No,49,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,No,Credit card (automatic),21.98,1101.58,No
CUST-00918,Female,0,No,No,16,Yes,No,Fiber optic,Yes,No,No,No,No,Yes,Month-to-month,Yes,Electronic check,26.41,450.1,No
CUST-00919,Female,0,Yes,No,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,103.46,1024.76,Yes
CUST-00920,Male,0,No,No,52,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,No,Electronic check,44.52,2274.19,No
CUST-00921,Male,0,Yes,Yes,49,Yes,No,Fiber optic,No,No,No,No,No,No,One year,No,Mailed check,80.73,3966.72,Yes
CUST-00922,Male,0,Yes,No,7,Yes,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card (automatic),44.0,285.91,No
CUST-00923,Male,0,Yes,No,61,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes,Month-to-month,No,Credit card (automatic),53.21,3207.43,No
CUST-00924,Male,0,Yes,No,28,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Bank transfer (automatic),78.43,2177.52,No
CUST-00925,Male,0,Yes,No,43,Yes,No,DSL,Yes,Yes,No,Yes,No,No,Month-to-month,No,Electronic check,51.86,2238.02,Yes
CUST-00926,Male,0,Yes,No,44,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,Month-to-month,No,Credit card (automatic),90.58,4026.37,No
